시설물분류(대),시설물분류(중),시설물분류(소),공종분류(대),공종분류(중),위험발생객체분류(대),위험발생객체분류(중),위험발생위치분류(대),위험발생위치코드(중),위험발생위치분류(중),위험발생위치분류(소),작업프로세스명,물적피해,인적피해,사고원인,사고가능성,사고심각성,설계단계,시공단계
건축,건축물,근린생활시설,건축,가설공사,가시설,비계,외부,10,비계,고소,해체작업,붕괴,떨어짐(5미터 이상 ~ 10미터 미만),해체순서 미준수,M(2),H(4),비계 설치·해체작업 상세도 작성,시스템 비계 해체 시 위험요인 안전대책 수립 및 준수
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설자재,철근,인접주변,24,철근,뒤,조립작업,없음,찔림,돌출된 연직철근 안전캡 미설치,M(2),H(4),돌출된 연직 철근에 대하여 철근 안전캡 설치,철근조립시 유의사항 작성 및 준수
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설자재,철근,내부,24,철근,바닥,조립작업,붕괴,깔림,철근 전도방지조치 미준수,M(2),H(4),벽체 철근 전도방지조치 상세도 작성,벽체 철근 전도방지 조치 및 작업자 보호구착용 철저
건축,건축물,근린생활시설,건축,철근콘크리트공사,가시설,거푸집,내부,2,거푸집,옆,타설작업,붕괴,깔림,거푸집 구조검토서 미작성,H(3),H(3),높이 5M 이상 구조물 거푸집 구조검토서 및 상세도 작성,거푸집 전도방지조치 상세도 작성 및 준수
건축,건축물,근린생활시설,건축,철근콘크리트공사,가시설,시스템동바리,내부,15,시스템동바리,상부(위),타설작업,붕괴,깔림,시스템 동바리 구조검토서 미작성,H(3),H(3),높이 5M 이상 구조물 동바리 구조검토서 및 상세도 작성,시스템 동바리 설치기준 작성 및 준수
건축,건축물,근린생활시설,건축,가설공사,가시설,안전시설물,외부,112,안전시설물,하부(아래),이동,없음,떨어짐(5미터 이상 ~ 10미터 미만),안전난간 미설치,M(2),H(4),계단 단부 안전난간 상세도 작성,안전난간의 설치기준 작성 및 준수
건축,건축물,근린생활시설,건축,수장공사,건설자재,천정패널,내부,100,천정패널,상부(위),설치작업,낙하,물체에 맞음,천장틀 보강재 미설치,M(2),M(3),천장틀 흔들림 방지 보강재 (고정철물) 상세도 작성,이동식 틀비계 작업발판(안전시설) 상세도 작성 및 준수
건축,건축물,근린생활시설,건축,금속공사,건설자재,핀,지붕,235,핀,상부(위),설치작업,탈락,물체에 맞음,인양고리 미설치,M(2),H(4),ELEV실 상부슬래브에 인양고리 상세도 작성,중량물 작업계획서 작성 및 준수
건축,건축물,근린생활시설,건축,가설공사,가시설,안전시설물,외부,112,안전시설물,하부(아래),이동,없음,떨어짐(5미터 이상 ~ 10미터 미만),안전난간 미설치,M(2),H(4),개구부 안전시설물 상세도 작성 및 설치 준수,개구부 안전시설물 설치기준 작성 및 준수
건축,건축물,근린생활시설,건축,수장공사,가시설,가설계단,내부,113,가설계단,바닥,마감작업,없음,떨어짐(분류불능),점검용 사다리 미설치,M(2),H(4),점검용 사다리 상세도 작성,설치 전 이동식 사다리 설치 기준 작성 및 준수
건축,건축물,근린생활시설,건축,가설공사,기타,비산물,인접주변,141,비산물,하부(아래),설치작업,없음,물체에 맞음,보행자 안전통로 미설치,M(2),M(3),없음,공사장 주변 안전통로 및 차량통행 안전기준 작성 및 준수
건축,건축물,근린생활시설,건축,가설공사,가시설,비계,내부,10,비계,하부(아래),설치작업,붕괴,깔림,재사용 자재 사용,M(2),M(3),없음,재사용 자재 품질관리계획 수립 및 준수
건축,건축물,근린생활시설,건축,가설공사,가시설,비계,외부,10,비계,고소,마감작업,붕괴,떨어짐(분류불능),작업발판 위 석재 마감재 과적,M(2),M(3),없음,외부 작업발판 설치기준 작성 및 준수
건축,건축물,근린생활시설,건축,가설공사,시설물,건물,지붕,20,건물,상부(위),마감작업,없음,떨어짐(분류불능),안전시설물 미설치,M(2),M(3),없음,지붕 작업 시 안전기준 작성 및 준수
건축,건축물,근린생활시설,토목,도로 및 포장공사,건설기계,롤러,인접주변,122,롤러,뒤,운반작업,충돌,끼임,신호수 미배치,H(3),H(4),교통처리 계획도 작성,신호수 배치 및 포장 작업계획 수립
건축,건축물,근린생활시설,건축,철근콘크리트공사,건설기계,콘크리트펌프,외부,203,콘크리트펌프,바닥,타설작업,전도,깔림,펌프카 아웃트리거 미설치,M(2),H(4),콘크리트 펌프카 작업 시 안전대책 상세도 작성,펌프카 아웃트리거 설치 기준 작성 및 준수
건축,건축물,근린생활시설,건축,창호 및 유리공사,건설기계,특수건설기계,인접주변,239,특수건설기계,하부(아래),양중작업,탈락,물체에 맞음,인양줄 파단 및 유도로프 미설치,M(2),H(4),줄걸이 교체기준 등 관리 계획도 작성,인양줄(와이어로프) 설치 기준 작성 및 준수
토목,도로,도로,토목,토공사,기타,비산물,외부,141,비산물,바닥,장약 및 발파작업,"파열,파단",물체에 맞음,비산석,M(2),M(3),비산방지 방호시설물 설치 및 작업자 대피장소/경로 등 수립,"화약관리방안(보관 장소, 일별 출고량, 사용수량 등) 수립"
토목,도로,도로,토목,토공사,건설기계,굴착기,외부,117,굴착기,하부(아래),굴착작업,없음,깔림,작업계획서 미작성,M(2),M(2), 차량계 건설기계 작업방법 등에 대한 작업계획 수립,"건설기계 및 작업자 이동동선 구분, 건설기계 운용시 교육"
토목,도로,도로,토목,토공사,토사 및 암반,성토사면,외부,200,성토사면,하부(아래),쌓기작업,붕괴,깔림,외부 유입수,M(3),M(3),흙쌓기 비탈면에 법면보호용 청천막 및 배수로 설치,배수로 및 방수포 관리 철저
토목,도로,도로,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,하부(아래),항타 및 항발작업,없음,부딪힘,통제수 미배치,M(3),M(2),이동경로 출입통제(부딪힘 및 끼임 등 재해방지),이동통로 안전성 확보(장비의 뒤집힘 및 쓰러짐 방지)
토목,도로,도로,토목,토공사,가시설,엄지말뚝,외부,81,엄지말뚝,하부(아래),인양작업,없음,깔림,결속해지,M(2),M(3),H파일 인양 Lug에 샤클 등 달기기구 체결 및 2줄 걸이 이상의 방법,인양물(중량물)의 하부 근로자 출입통제 철저
토목,도로,도로,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),굴착작업,붕괴,깔림,변형발생,M(2),H(4),코너버팀대와 띠장 연결부는 밀림을 방지하기 위하여 스토퍼 설치,비용접식 기성품 스티프너 사용
토목,도로,도로,토목,토공사,가시설,흙막이가시설,외부,3,흙막이가시설,상부(위),굴착작업,없음,떨어짐(분류불능),추락방지 조치 미흡,M(2),M(2),추락 예방을 위한 안전난간 및 승강시설 설치예시 반영,단부 발생 시 안전난간 설치 철저
토목,도로,도로,토목,토공사,기타,"전주, 전선",외부,115,"전주, 전선",바닥,굴착작업,"파열,파단",감전,"접지, 절연불량",M(3),M(3),감전방지용 누전차단기 설치,감전발생을 고려한 사전 안전 및 응급조치 교육 시행
토목,도로,도로,토목,교량공사,가시설,비계,외부,10,비계,상부(위),설치작업,붕괴,떨어짐(분류불능),조립기준 미준수,M(3),M(3),조립기준 준수(무너짐 및 작업자 떨어짐에 대한 위험요소 개선),조립도에 따른 시스템 비계 설치
토목,도로,도로,토목,교량공사,건설자재,철근,외부,24,철근,상부(위),조립작업,없음,찔림,철근 안전캡 미설치,M(2),M(2),철근 안전캡 시공으로 근로자 찔림위험 제거,수직철근 시공 시 철근의 전도방지 조치 (철근 사보강 시행)
토목,도로,도로,토목,교량공사,가시설,거푸집,외부,2,거푸집,옆,타설작업,붕괴,깔림,구조 안정성 미검토,M(2),H(4),벽체 거푸집 구조안정성 검토(구조계산서 작성),"콘크리트 타설 시 속도 및 긴결상태, 거푸집 변위 여부 확인 철저"
토목,도로,도로,토목,교량공사,건설기계,콘크리트펌프,외부,203,콘크리트펌프,하부(아래),타설작업,없음,부딪힘,지반침하,M(2),M(3),충분한 강도와 접지면을 확보한 철판을 지면에 깔고 그 위에 장비 설치,콘크리트 타설 호스 연결고리 분리작업 시 호스요동 주의
토목,도로,도로,토목,교량공사,가시설,시스템동바리,외부,15,시스템동바리,하부(아래),설치작업,붕괴,깔림,구조 안정성 미검토,M(3),M(3),구조안정성 검토(구조계산서 작성),"재사용 가설기자재 검수방법, 품질관리 철저"
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,상부(위),설치작업,충돌,물체에 맞음,강선반발,M(3),M(3),"작업시 외부인 출입 통제, 긴장후면 작업자 배제",긴장 측면에서 인장작업
토목,도로,도로,토목,교량공사,건설기계,기중기(이동식크레인 등),외부,202,기중기(이동식크레인 등),바닥,양중작업,전도,깔림,지지력 미확보,M(3),M(3),아웃트리거 하부 철판 설치(지반침하로 인한 장비전도 방지),충분한 지지력이 확보된 견고한 지반에서 거치
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,상부(위),거치작업,전도,떨어짐(분류불능),고정상태 불량,M(3),M(3),거더 전도방지 시설 설계도서 반영 및 현장 안전조치사항 명기,한경간의 거더 설치완료 후 낙하 및 추락방지망 설치
토목,도로,도로,토목,교량공사,부재,교대 기초,외부,60,교대 기초,상부(위),설치작업,없음,떨어짐(분류불능),추락방지조치 미흡,M(3),M(3),안전난간 설치로 교좌장치 시공시 협소에 따른 추락사고 예방(지상조립 및 크레인 거치),지상에서 조립 가능한 부재는 사전 조립(고소작업 최소화)
토목,도로,도로,토목,교량공사,부재,거더,외부,19,거더,상부(위),설치작업,붕괴,떨어짐(분류불능),추락방지조치 미흡,M(3),H(4),낙하물 및 작업자 추락으로부터 보호하기 위한 안전방망 설치,전기작업시 전기안전규정 준수
토목,도로,도로,토목,해체 및 철거공사,기타,비산물,외부,141,비산물,바닥,해체작업,없음,물체에 맞음,방호시설 미비,M(3),M(2),방호설비 설치 및 출입금지구역 설정,신호수의 통제준수
토목,도로,도로,토목,터널공사,기타,"전주, 전선",외부,115,"전주, 전선",바닥,천공작업,"파열,파단",감전,전류누설,M(3),M(3),"충전부 방호조치, 가설전선 가공처리, 누전 차단기로부터 전원인출 사용 등",주기적인 누설 전류 발생여부 점검
토목,도로,도로,토목,터널공사,건설기계,덤프트럭,내부,23,덤프트럭,하부(아래),반출작업,없음,깔림,작동여부 미확인,M(2),M(2), 장비 후진시 경고음 발생 등 안전장치 부착 및 작동여부 확인,인도와 차도를 분리하여 안전통로 확보
토목,도로,도로,토목,터널공사,건설기계,천공기,내부,47,천공기,상부(위),천공작업,"파열,파단",물체에 맞음,암반붕락,M(3),M(3),낙반 등에 의한 위험방지조치 철저(작업대 헤드가드 및 전면가드 설치),굴착법면상 부석 등 낙하 위험물 제거
토목,도로,도로,토목,터널공사,토사 및 암반,터널 천단부,내부,6,터널 천단부,상부(위),천공작업,충돌,부딪힘,이동통로 미확보,M(3),M(2),천공장비 전도·전락 방지 위한 이동통로 확보 및 출입통제,"천공 중 흔들림, 움직임 등이 없도록 설치지반 정지"
토목,도로,도로,토목,터널공사,기타,기타,내부,999,기타,하부(아래),기타,없음,감전,전기기구 단선,M(3),M(3),수중펌프 전원 접지링 및 누전차단기 연결 분전함 인출확인,전기배선 측벽 가공 설치
토목,도로,도로,토목,터널공사,기타,차량,내부,98,차량,하부(아래),반출작업,충돌,부딪힘,조도불량,M(2),M(2),"갱내 조도 확보, 차량 교행 이동경로 확보 및 운행",갱내 전기안전 담당자 특별 지정 (특별 유의)
토목,도로,도로,토목,터널공사,기타,작업대차,외부,238,작업대차,상부(위),조립작업,"파열,파단",떨어짐(분류불능),추락방지 조치 미흡,M(2),M(2),"작업발판 및 조립용 승강통로 설치, 작업안전수칙 준수",터널 내 고소 작업대차 충돌방지 가드 설치
